Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Cherry Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Mahoe Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Poplar Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Palm Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Papaya Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Pine Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Plum Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Maple Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Citrus Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Giant Sequoia Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Ipe Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Padauk Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Cocobolo Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Zebrawood Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Oak Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Spruce Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Birch Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Jungle Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Acacia Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Dark Oak Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Apple Oak Leaves
appliedenergistics2:facade:0, Cable Facade - Dark Oak Leaves
appliedenergistics2:facade:0, Cable Facade - Silver Birch Leaves
appliedenergistics2:facade:0, Cable Facade - Silver Lime Leaves
appliedenergistics2:facade:0, Cable Facade - Common Walnut Leaves
appliedenergistics2:facade:0, Cable Facade - Sweet Chestnut Leaves
appliedenergistics2:facade:0, Cable Facade - Hill Cherry Leaves
appliedenergistics2:facade:0, Cable Facade - Lemon Leaves
appliedenergistics2:facade:0, Cable Facade - Plum Leaves
appliedenergistics2:facade:0, Cable Facade - Sugar Maple Leaves
appliedenergistics2:facade:0, Cable Facade - Red Spruce Leaves
appliedenergistics2:facade:0, Cable Facade - Mundane Larch Leaves
appliedenergistics2:facade:0, Cable Facade - Bull Pine Leaves
appliedenergistics2:facade:0, Cable Facade - Coast Sequoia Leaves
appliedenergistics2:facade:0, Cable Facade - Giant Sequoia Leaves
appliedenergistics2:facade:0, Cable Facade - Jungle Leaves
appliedenergistics2:facade:0, Cable Facade - Teak Leaves
appliedenergistics2:facade:0, Cable Facade - Ipe Leaves
appliedenergistics2:facade:0, Cable Facade - Kapok Leaves
appliedenergistics2:facade:0, Cable Facade - Myrtle Ebony Leaves
appliedenergistics2:facade:0, Cable Facade - Zebrawood Leaves
appliedenergistics2:facade:0, Cable Facade - Yellow Meranti Leaves
appliedenergistics2:facade:0, Cable Facade - Acacia Leaves
appliedenergistics2:facade:0, Cable Facade - Desert Acacia Leaves
appliedenergistics2:facade:0, Cable Facade - Padauk Leaves
appliedenergistics2:facade:0, Cable Facade - Balsa Leaves
appliedenergistics2:facade:0, Cable Facade - Cocobolo Leaves
appliedenergistics2:facade:0, Cable Facade - Wenge Leaves
appliedenergistics2:facade:0, Cable Facade - Grandidier's Baobab Leaves
appliedenergistics2:facade:0, Cable Facade - Blue Mahoe Leaves
appliedenergistics2:facade:0, Cable Facade - White Willow Leaves
appliedenergistics2:facade:0, Cable Facade - Sipiri Leaves
appliedenergistics2:facade:0, Cable Facade - Papaya Leaves
appliedenergistics2:facade:0, Cable Facade - Date Palm Leaves
appliedenergistics2:facade:0, Cable Facade - White Poplar Leaves
appliedenergistics2:facade:0, Cable Facade - Honey Comb Block
appliedenergistics2:facade:0, Cable Facade - Simmering Comb Block
appliedenergistics2:facade:0, Cable Facade - Stringy Comb Block
appliedenergistics2:facade:0, Cable Facade - Frozen Comb Block
appliedenergistics2:facade:0, Cable Facade - Dripping Comb Block
appliedenergistics2:facade:0, Cable Facade - Silky Comb Block
appliedenergistics2:facade:0, Cable Facade - Parched Comb Block
appliedenergistics2:facade:0, Cable Facade - Mossy Comb Block
appliedenergistics2:facade:0, Cable Facade - Mellow Comb Block
appliedenergistics2:facade:0, Cable Facade - Block of Charcoal
appliedenergistics2:facade:0, Cable Facade - Wood Pile
appliedenergistics2:facade:0, Cable Facade - Decorative Wood Pile
appliedenergistics2:facade:0, Cable Facade - Ash Block
appliedenergistics2:facade:0, Cable Facade - Ash Block
appliedenergistics2:facade:0, Cable Facade - Ash Block
appliedenergistics2:facade:0, Cable Facade - Ash Block
appliedenergistics2:facade:0, Cable Facade - Loam
appliedenergistics2:facade:0, Cable Facade - Magical Planks
appliedenergistics2:facade:0, Cable Facade - Magical Wood
appliedenergistics2:facade:0, Cable Facade - Diagonal Wood
appliedenergistics2:facade:0, Cable Facade - Angel Block
appliedenergistics2:facade:0, Cable Facade - Cursed Earth
appliedenergistics2:facade:0, Cable Facade - Redstone Clock
appliedenergistics2:facade:0, Cable Facade - Compressed Cobblestone
appliedenergistics2:facade:0, Cable Facade - Double Compressed Cobblestone
appliedenergistics2:facade:0, Cable Facade - Triple Compressed Cobblestone
appliedenergistics2:facade:0, Cable Facade - Quadruple Compressed Cobblestone
appliedenergistics2:facade:0, Cable Facade - Quintuple Compressed Cobblestone
appliedenergistics2:facade:0, Cable Facade - Sextuple Compressed Cobblestone
appliedenergistics2:facade:0, Cable Facade - Septuple Compressed Cobblestone
appliedenergistics2:facade:0, Cable Facade - Octuple Compressed Cobblestone
appliedenergistics2:facade:0, Cable Facade - Compressed Dirt
appliedenergistics2:facade:0, Cable Facade - Double Compressed Dirt
appliedenergistics2:facade:0, Cable Facade - Triple Compressed Dirt
appliedenergistics2:facade:0, Cable Facade - Quadruple Compressed Dirt
appliedenergistics2:facade:0, Cable Facade - Compressed Sand
appliedenergistics2:facade:0, Cable Facade - Double Compressed Sand
appliedenergistics2:facade:0, Cable Facade - Compressed Gravel
appliedenergistics2:facade:0, Cable Facade - Double Compressed Gravel
appliedenergistics2:facade:0, Cable Facade - Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Double Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Triple Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Quadruple Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Quintuple Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Sextuple Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Border Stone
appliedenergistics2:facade:0, Cable Facade - Crossed Stone
appliedenergistics2:facade:0, Cable Facade - Polished Stone
appliedenergistics2:facade:0, Cable Facade - Stoneburnt
appliedenergistics2:facade:0, Cable Facade - Sandy Glass
appliedenergistics2:facade:0, Cable Facade - Truchet
appliedenergistics2:facade:0, Cable Facade - Blue Quartz
appliedenergistics2:facade:0, Cable Facade - Quartzburnt
appliedenergistics2:facade:0, Cable Facade - Rainbow Stone
appliedenergistics2:facade:0, Cable Facade - Thickened Glass
appliedenergistics2:facade:0, Cable Facade - Thickened Glass (Bordered)
appliedenergistics2:facade:0, Cable Facade - Thickened Glass (Patterned)
appliedenergistics2:facade:0, Cable Facade - Dark Glass
appliedenergistics2:facade:0, Cable Facade - Glowing Glass
appliedenergistics2:facade:0, Cable Facade - Redstone Glass
appliedenergistics2:facade:0, Cable Facade - Block of Enchanted Metal
appliedenergistics2:facade:0, Cable Facade - Block of Demon Metal
appliedenergistics2:facade:0, Cable Facade - Block of Evil Infused Iron
appliedenergistics2:facade:0, Cable Facade - Bedrock Bricks
appliedenergistics2:facade:0, Cable Facade - Bedrock Slabs
appliedenergistics2:facade:0, Cable Facade - Bedrock Cobblestone
appliedenergistics2:facade:0, Cable Facade - Ferrous-Juniper Log
appliedenergistics2:facade:0, Cable Facade - Ferrous-Juniper Log
appliedenergistics2:facade:0, Cable Facade - Ferrous-Juniper Planks
appliedenergistics2:facade:0, Cable Facade - Raw Ferrous-Juniper Planks
appliedenergistics2:facade:0, Cable Facade - Iron-Bordered Cobblestone
appliedenergistics2:facade:0, Cable Facade - Gold-Bordered Cobblestone
appliedenergistics2:facade:0, Cable Facade - Diamond-Bordered Cobblestone
appliedenergistics2:facade:0, Cable Facade - Emerald-Bordered Cobblestone
appliedenergistics2:facade:0, Cable Facade - Quartz-Bordered Cobblestone
appliedenergistics2:facade:0, Cable Facade - Alien Ship Booster
appliedenergistics2:facade:0, Cable Facade - Alien Ship Decoration
appliedenergistics2:facade:0, Cable Facade - Alien Ship Decoration
appliedenergistics2:facade:0, Cable Facade - Polished Tin Decoration Block
appliedenergistics2:facade:0, Cable Facade - Polished Aluminum Decoration Block
appliedenergistics2:facade:0, Cable Facade - Desh Frame
appliedenergistics2:facade:0, Cable Facade - Dungeon Glowstone
appliedenergistics2:facade:0, Cable Facade - Fronos Grass Block
appliedenergistics2:facade:0, Cable Facade - Fronos Dirt
appliedenergistics2:facade:0, Cable Facade - Fronos Coarse Dirt
appliedenergistics2:facade:0, Cable Facade - Fronos Stone
appliedenergistics2:facade:0, Cable Facade - Fronos Cobblestone
appliedenergistics2:facade:0, Cable Facade - Fronos Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Fronos Mossy Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Fronos Cracked Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Fronos Chiseled Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Fronos Dungeon Brick
appliedenergistics2:facade:0, Cable Facade - Iron Ore
appliedenergistics2:facade:0, Cable Facade - Gold Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Lead Ore
appliedenergistics2:facade:0, Cable Facade - Coal Ore
appliedenergistics2:facade:0, Cable Facade - Lapis Ore
appliedenergistics2:facade:0, Cable Facade - Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Emerald Ore
appliedenergistics2:facade:0, Cable Facade - Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Silicon Ore
appliedenergistics2:facade:0, Cable Facade - Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Extrailonite Ore
appliedenergistics2:facade:0, Cable Facade - Red Candy Cane
appliedenergistics2:facade:0, Cable Facade - Green Candy Cane
appliedenergistics2:facade:0, Cable Facade - Blue Candy Cane
appliedenergistics2:facade:0, Cable Facade - Orange Candy Cane
appliedenergistics2:facade:0, Cable Facade - Pink Candy Cane
appliedenergistics2:facade:0, Cable Facade - Yellow Candy Cane
appliedenergistics2:facade:0, Cable Facade - Purple Candy Cane
appliedenergistics2:facade:0, Cable Facade - Rainbow Candy Cane
appliedenergistics2:facade:0, Cable Facade - Diona Surface Rock
appliedenergistics2:facade:0, Cable Facade - Diona Sub-Surface Rock
appliedenergistics2:facade:0, Cable Facade - Diona Rock
appliedenergistics2:facade:0, Cable Facade - Diona Cobblestone
appliedenergistics2:facade:0, Cable Facade - Setrorium Ore
appliedenergistics2:facade:0, Cable Facade - Illenium Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Block of Setrorium
appliedenergistics2:facade:0, Cable Facade - Block of Illenium
appliedenergistics2:facade:0, Cable Facade - Diona Dungeon Brick
appliedenergistics2:facade:0, Cable Facade - Albetius Worm Egg Rock
appliedenergistics2:facade:0, Cable Facade - Infected Purlonite Planks
appliedenergistics2:facade:0, Cable Facade - Alien Miner Blood
appliedenergistics2:facade:0, Cable Facade - Infected Purlonite Slime Block
appliedenergistics2:facade:0, Cable Facade - Block of Glowing Iron
appliedenergistics2:facade:0, Cable Facade - Koentus Regolith
appliedenergistics2:facade:0, Cable Facade - Koentus Fine Regolith
appliedenergistics2:facade:0, Cable Facade - Koentus Rock
appliedenergistics2:facade:0, Cable Facade - Koentus Cobblestone
appliedenergistics2:facade:0, Cable Facade - Anti Gravity Ore
appliedenergistics2:facade:0, Cable Facade - Goldenite Crystals Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Iron Ore
appliedenergistics2:facade:0, Cable Facade - Block of Anti Gravity Fragments
appliedenergistics2:facade:0, Cable Facade - Block of Goldenite Crystals
appliedenergistics2:facade:0, Cable Facade - Koentus Dungeon Brick
appliedenergistics2:facade:0, Cable Facade - Koentus Ice
appliedenergistics2:facade:0, Cable Facade - White Glowing Hardened Ice
appliedenergistics2:facade:0, Cable Facade - Orange Glowing Hardened Ice
appliedenergistics2:facade:0, Cable Facade - Magenta Glowing Hardened Ice
appliedenergistics2:facade:0, Cable Facade - Light Blue Glowing Hardened Ice
appliedenergistics2:facade:0, Cable Facade - Yellow Glowing Hardened Ice
appliedenergistics2:facade:0, Cable Facade - Lime Glowing Hardened Ice
appliedenergistics2:facade:0, Cable Facade - Pink Glowing Hardened Ice
appliedenergistics2:facade:0, Cable Facade - Gray Glowing Hardened Ice
appliedenergistics2:facade:0, Cable Facade - Silver Glowing Hardened Ice
appliedenergistics2:facade:0, Cable Facade - Cyan Glowing Hardened Ice
appliedenergistics2:facade:0, Cable Facade - Purple Glowing Hardened Ice
appliedenergistics2:facade:0, Cable Facade - Blue Glowing Hardened Ice
appliedenergistics2:facade:0, Cable Facade - Brown Glowing Hardened Ice
appliedenergistics2:facade:0, Cable Facade - Green Glowing Hardened Ice
appliedenergistics2:facade:0, Cable Facade - Red Glowing Hardened Ice
appliedenergistics2:facade:0, Cable Facade - Black Glowing Hardened Ice
appliedenergistics2:facade:0, Cable Facade - Creep Block
appliedenergistics2:facade:0, Cable Facade - Gravity Creep Block
appliedenergistics2:facade:0, Cable Facade - Chalos Rock
appliedenergistics2:facade:0, Cable Facade - Chalos Cobblestone
appliedenergistics2:facade:0, Cable Facade - Diremsium Ore
appliedenergistics2:facade:0, Cable Facade - Zyptorium Ore
appliedenergistics2:facade:0, Cable Facade - Cheese Milk Ore
appliedenergistics2:facade:0, Cable Facade - Iron Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Block of Diremsium
appliedenergistics2:facade:0, Cable Facade - Block of Zyptorium
appliedenergistics2:facade:0, Cable Facade - Chalos Dungeon Brick
appliedenergistics2:facade:0, Cable Facade - Cheese Grass Block
appliedenergistics2:facade:0, Cable Facade - Cheese Dirt
appliedenergistics2:facade:0, Cable Facade - Cheese Coarse Dirt
appliedenergistics2:facade:0, Cable Facade - Cheese Spore Stem
appliedenergistics2:facade:0, Cable Facade - Cheese Spore
appliedenergistics2:facade:0, Cable Facade - Cheese Spore Planks
appliedenergistics2:facade:0, Cable Facade - Cheese Slime Block
appliedenergistics2:facade:0, Cable Facade - Cheese Spore Crafting Table
appliedenergistics2:facade:0, Cable Facade - Infected Grass Block
appliedenergistics2:facade:0, Cable Facade - Infected Dirt
appliedenergistics2:facade:0, Cable Facade - Infected Coarse Dirt
appliedenergistics2:facade:0, Cable Facade - Infected Podzol
appliedenergistics2:facade:0, Cable Facade - Nibiru Rock
appliedenergistics2:facade:0, Cable Facade - Nibiru Cobblestone
appliedenergistics2:facade:0, Cable Facade - Nibiru Vein Cobblestone
appliedenergistics2:facade:0, Cable Facade - Infected Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Infected Vein Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Infected Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Chiseled Infected Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Block of Inferumite
appliedenergistics2:facade:0, Cable Facade - Nibiru Dungeon Brick
appliedenergistics2:facade:0, Cable Facade - Mossy Nibiru Dungeon Brick
appliedenergistics2:facade:0, Cable Facade - Infected Sandstone
appliedenergistics2:facade:0, Cable Facade - Infected Chiseled Sandstone
appliedenergistics2:facade:0, Cable Facade - Infected Cut Sandstone
appliedenergistics2:facade:0, Cable Facade - Infested Nibiru Rock
appliedenergistics2:facade:0, Cable Facade - Infested Nibiru Cobblestone
appliedenergistics2:facade:0, Cable Facade - Infested Nibiru Vein Cobblestone
appliedenergistics2:facade:0, Cable Facade - Infested Infected Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Infested Infected Vein Stone Bricks
